id,GridID,X_coord,Y_coord
912,1495,1753870,5913750
991,1496,1754370,5913750
1070,1497,1754870,5913750
1149,1498,1755370,5913750
1228,1499,1755870,5913750
1307,1500,1756370,5913750
1386,1501,1756870,5913750
1465,1502,1757370,5913750
1544,1503,1757870,5913750
1623,1504,1758370,5913750
1702,1505,1758870,5913750
1781,1506,1759370,5913750
1860,1507,1759870,5913750
1939,1508,1760370,5913750
2018,1509,1760870,5913750
2097,1510,1761370,5913750
2176,1511,1761870,5913750
2255,1512,1762370,5913750
2334,1513,1762870,5913750
2413,1514,1763370,5913750
2492,1515,1763870,5913750
2571,1516,1764370,5913750
2650,1517,1764870,5913750
2808,1519,1765870,5913750
2966,1521,1766870,5913750
3045,1522,1767370,5913750
3124,1523,1767870,5913750
3203,1524,1768370,5913750
3282,1525,1768870,5913750
3361,1526,1769370,5913750
3440,1527,1769870,5913750
753,1546,1752870,5914250
832,1547,1753370,5914250
911,1548,1753870,5914250
990,1549,1754370,5914250
1069,1550,1754870,5914250
1148,1551,1755370,5914250
1227,1552,1755870,5914250
1306,1553,1756370,5914250
1385,1554,1756870,5914250
1464,1555,1757370,5914250
1543,1556,1757870,5914250
1622,1557,1758370,5914250
1701,1558,1758870,5914250
1780,1559,1759370,5914250
1859,1560,1759870,5914250
1938,1561,1760370,5914250
2017,1562,1760870,5914250
2096,1563,1761370,5914250
2175,1564,1761870,5914250
2254,1565,1762370,5914250
2333,1566,1762870,5914250
2412,1567,1763370,5914250
2491,1568,1763870,5914250
2570,1569,1764370,5914250
2728,1571,1765370,5914250
2807,1572,1765870,5914250
3044,1575,1767370,5914250
3123,1576,1767870,5914250
3202,1577,1768370,5914250
3281,1578,1768870,5914250
3360,1579,1769370,5914250
3439,1580,1769870,5914250
752,1599,1752870,5914750
831,1600,1753370,5914750
910,1601,1753870,5914750
989,1602,1754370,5914750
1068,1603,1754870,5914750
1147,1604,1755370,5914750
1226,1605,1755870,5914750
1305,1606,1756370,5914750
1384,1607,1756870,5914750
1463,1608,1757370,5914750
1542,1609,1757870,5914750
1621,1610,1758370,5914750
1700,1611,1758870,5914750
1779,1612,1759370,5914750
1858,1613,1759870,5914750
1937,1614,1760370,5914750
2016,1615,1760870,5914750
2095,1616,1761370,5914750
2174,1617,1761870,5914750
2253,1618,1762370,5914750
2332,1619,1762870,5914750
2411,1620,1763370,5914750
2490,1621,1763870,5914750
2569,1622,1764370,5914750
2648,1623,1764870,5914750
2727,1624,1765370,5914750
2806,1625,1765870,5914750
2885,1626,1766370,5914750
3043,1628,1767370,5914750
3122,1629,1767870,5914750
3201,1630,1768370,5914750
3280,1631,1768870,5914750
3359,1632,1769370,5914750
3438,1633,1769870,5914750
751,1652,1752870,5915250
830,1653,1753370,5915250
909,1654,1753870,5915250
988,1655,1754370,5915250
1067,1656,1754870,5915250
1146,1657,1755370,5915250
1225,1658,1755870,5915250
1304,1659,1756370,5915250
1383,1660,1756870,5915250
1462,1661,1757370,5915250
1541,1662,1757870,5915250
1620,1663,1758370,5915250
1699,1664,1758870,5915250
1778,1665,1759370,5915250
1857,1666,1759870,5915250
1936,1667,1760370,5915250
2015,1668,1760870,5915250
2094,1669,1761370,5915250
2173,1670,1761870,5915250
2252,1671,1762370,5915250
2331,1672,1762870,5915250
2410,1673,1763370,5915250
2489,1674,1763870,5915250
2568,1675,1764370,5915250
2647,1676,1764870,5915250
2726,1677,1765370,5915250
2805,1678,1765870,5915250
2884,1679,1766370,5915250
